Motifs
"[3, 30, 61, 96, 128, 157, 187, 213, 244, 272, 301, 327, 356, 385, 423, 461, 492, 521, 547, 591, 635, 664, 690, 733, 759, 785, 812, 847, 873, 922, 949, 975, 1001, 1040, 1066, 1092, 1124, 1155, 1184, 1215]"
