Motifs
"[1, 42, 69, 131, 157, 191, 238, 279, 333, 367, 395, 425, 468, 497, 529, 567, 594, 622, 651, 701, 747, 798, 841, 887, 914, 964, 1001, 1027, 1055, 1085, 1139, 1175, 1230]"
