Motifs
"[8, 39, 80, 113, 158, 190, 222, 248, 288, 322, 361, 390, 426, 457, 484, 526, 552, 584, 610, 638, 684, 710, 744, 789, 825, 856, 903, 950, 986, 1014, 1060, 1091, 1130, 1162, 1208]"
