Motifs
"[7, 49, 82, 110, 154, 196, 232, 274, 301, 327, 355, 384, 421, 457, 508, 544, 579, 607, 633, 667, 694, 720, 749, 787, 818, 850, 892, 927, 953, 983, 1022, 1055, 1106, 1151, 1177, 1203, 1230]"
