Motifs
"[7, 36, 72, 104, 136, 168, 208, 248, 297, 339, 366, 392, 432, 466, 498, 538, 581, 607, 635, 667, 711, 762, 802, 837, 864, 899, 936, 967, 1014, 1044, 1072, 1105, 1134, 1170, 1225]"
