Motifs
"[159, 378, 490, 711, 932, 1042, 1153, 1208]"
"[117, 447, 557, 612, 668, 780, 835, 890, 999, 1111]"
"[70, 181, 290, 345, 401, 512, 733, 954, 1064, 1175, 1231]"
