Motifs
"[24, 70, 115, 142, 177, 206, 238, 285, 320, 346, 384, 425, 455, 506, 533, 559, 600, 627, 665, 691, 717, 745, 774, 811, 838, 868, 898, 929, 971, 1010, 1046, 1093, 1138, 1187, 1213]"
