Motifs
"[5, 31, 59, 104, 130, 156, 182, 219, 264, 292, 331, 373, 399, 439, 484, 510, 538, 568, 598, 644, 671, 715, 757, 796, 832, 869, 914, 941, 972, 998, 1043, 1079, 1108, 1139, 1183, 1223]"
