Motifs
"[16, 56, 86, 121, 147, 182, 208, 256, 283, 322, 366, 394, 420, 453, 479, 505, 539, 568, 602, 629, 669, 710, 759, 809, 849, 876, 908, 944, 972, 998, 1048, 1074, 1111, 1145, 1171, 1197]"
