Motifs
"[97, 126, 155, 184, 214, 243, 331, 419, 507, 624, 683, 757, 977, 1035, 1093]"
"[10, 274, 391, 567, 654, 714, 898, 1001]"
"[57, 541, 600, 791, 821, 952]"
