Motifs
"[2, 30, 60, 88, 120, 150, 181, 228, 263, 299, 338, 368, 402, 431, 462, 513, 548, 578, 624, 651, 678, 723, 776, 819, 862, 892, 927, 956, 995, 1023, 1059, 1108, 1137, 1163, 1194, 1222]"
