Motifs
"[88, 183, 328]"
"[111, 207, 239, 271, 464, 592, 656, 721, 753, 785, 817, 849, 881, 913, 1010, 1042, 1106, 1154, 1186, 1234]"
"[390, 430, 549, 678, 975, 1064]"
