Motifs
"[72, 133, 226, 256, 379, 410, 440, 578, 609, 655, 685, 746, 778, 808, 839, 870, 901, 932, 1120, 1177, 1237]"
"[35, 97, 288, 1033, 1077, 1204]"
"[168, 205, 309, 342, 476, 553, 717, 982, 1054]"
