Motifs
"[0, 47, 84, 119, 148, 185, 217, 257, 284, 313, 346, 374, 400, 427, 457, 483, 525, 570, 598, 627, 665, 699, 727, 777, 825, 853, 881, 916, 946, 972, 999, 1039, 1072, 1123, 1164, 1208]"
