Motifs
"[11, 39, 65, 96, 133, 175, 206, 252, 288, 319, 352, 387, 415, 448, 474, 516, 543, 569, 595, 621, 661, 708, 748, 778, 809, 841, 867, 909, 950, 979, 1011, 1043, 1085, 1116, 1150, 1199, 1227]"
