Motifs
"[20, 59, 109, 151, 190, 240, 266, 300, 330, 361, 392, 441, 472, 498, 526, 568, 611, 647, 678, 722, 753, 798, 824, 852, 879, 905, 935, 969, 995, 1035, 1067, 1094, 1120, 1149, 1177, 1204, 1230]"
