Motifs
"[69, 96, 136, 184, 225, 249, 275, 706, 727, 749, 788, 809, 834, 857, 880]"
"[4, 40, 304, 325, 347, 369, 390, 412, 437, 461, 500, 551, 585, 615, 645, 671, 907, 930, 967, 988, 1024, 1046, 1074, 1095, 1127, 1165, 1187, 1218, 1239]"
"[157, 526]"
