Motifs
"[0, 49, 97, 130, 172, 205, 249, 297, 323, 362, 388, 427, 472, 499, 527, 553, 582, 611, 659, 687, 738, 764, 802, 845, 892, 918, 944, 971, 1020, 1048, 1080, 1106, 1140, 1166, 1193, 1221]"
