Motifs
"[222, 308, 485, 623, 717, 803, 903, 996, 1088, 1181]"
"[123, 170, 247, 286, 379, 464, 508, 656, 765, 842, 929, 1022, 1114, 1206, 1239]"
"[42, 93]"
