Motifs
"[6, 42, 65, 86, 119, 156, 197, 233, 256, 286, 324, 354, 386, 410, 447, 481, 510, 542, 593, 622, 643, 673, 709, 734, 757, 803, 841, 870, 913, 952, 997, 1027, 1061, 1083, 1126, 1150, 1183, 1204, 1232]"
"[568, 782, 892, 976, 1105]"
