Motifs
"[9, 35, 61, 87, 113, 139, 165, 205, 247, 290, 328, 377, 421, 463, 490, 520, 549, 575, 607, 636, 670, 698, 733, 777, 808, 845, 875, 913, 946, 994, 1030, 1057, 1087, 1114, 1142, 1179, 1217]"
