Motifs
"[7, 30, 65, 105, 126, 157, 179, 205, 247, 284, 329, 366, 393, 418, 447, 479, 516, 539, 575, 614, 636, 671, 698, 731, 767, 789, 828, 862, 884, 909, 930, 958, 992, 1043, 1064, 1092, 1133, 1158, 1179, 1211, 1238]"
"[226, 305, 1020]"
