Motifs
"[12, 53, 100, 153, 180, 219, 249, 309, 366, 411, 449, 478, 505, 527, 567, 589, 612, 669, 701, 729, 751, 790, 851, 903, 931, 978, 1054, 1077, 1103, 1142, 1170, 1217]"
"[74, 124, 281, 338, 636, 822, 878, 1000, 1021, 1191, 1240]"
"[388, 954]"
