Motifs
"[23, 56, 89, 120, 152, 182, 211, 268, 299, 339, 390, 423, 453, 479, 505, 533, 575, 609, 647, 682, 712, 753, 804, 841, 867, 917, 951, 977, 1027, 1069, 1098, 1128, 1157, 1194, 1221]"
