Motifs
"[16, 63, 89, 121, 158, 199, 242, 292, 335, 361, 387, 421, 449, 475, 516, 543, 570, 603, 666, 699, 726, 757, 786, 820, 860, 887, 915, 946, 988, 1038, 1070, 1112, 1145, 1226]"
