Motifs
"[8, 42, 76, 126, 178, 212, 246, 280, 314, 383, 417, 486, 536, 570, 639, 690, 724, 758, 793, 828, 862, 896, 931, 1000, 1034, 1085, 1119, 1154, 1188, 1222]"
