Motifs
"[20, 74, 113, 140, 181, 207, 244, 294, 320, 360, 391, 444, 473, 511, 577, 605, 656, 684, 751, 786, 837, 891, 930, 961, 1001, 1027, 1062, 1102, 1155, 1214]"
