Motifs
"[20, 49, 75, 101, 131, 157, 219, 270, 297, 323, 349, 414, 460, 500, 527, 574, 614, 646, 678, 725, 789, 853, 908, 934, 974, 1000, 1035, 1061, 1097, 1126, 1167, 1208]"
