Motifs
"[0, 46, 85, 112, 161, 197, 238, 269, 299, 329, 371, 402, 436, 478, 519, 549, 588, 615, 649, 679, 716, 747, 801, 832, 861, 889, 931, 958, 985, 1014, 1048, 1081, 1121, 1150, 1176, 1217]"
