Motifs
"[19, 73, 128, 190, 226, 284, 322, 348, 385, 434, 484, 543, 572, 598, 633, 673, 707, 755, 792, 818, 870, 903, 945, 988, 1027, 1057, 1092, 1118, 1174, 1218]"
