Motifs
"[16, 49, 105, 159, 196, 226, 255, 282, 311, 346, 394, 422, 463, 492, 524, 553, 594, 635, 694, 723, 751, 788, 829, 878, 922, 948, 977, 1019, 1047, 1075, 1113, 1139, 1172, 1219]"
