Motifs
"[7, 47, 75, 114, 154, 196, 230, 256, 283, 321, 365, 392, 423, 455, 481, 507, 533, 564, 590, 616, 653, 683, 718, 753, 780, 812, 838, 864, 899, 940, 970, 1016, 1057, 1086, 1112, 1144, 1178, 1206]"
