Motifs
"[14, 61, 94, 133, 184, 229, 258, 289, 317, 360, 405, 441, 476, 520, 555, 594, 628, 673, 717, 743, 775, 816, 850, 886, 925, 974, 1000, 1026, 1053, 1088, 1116, 1161, 1208]"
