Motifs
"[0, 22, 50, 84, 105, 126, 147, 169, 193, 236, 258, 283, 310, 337, 358, 379, 403, 424, 448, 469, 494, 530, 573, 610, 643, 670, 692, 730, 754, 779, 802, 837, 863, 884, 912, 942, 966, 990, 1012, 1033, 1066, 1089, 1110, 1131, 1165, 1188, 1209, 1231]"
"[215, 552]"
