Motifs
"[11, 49, 93, 131, 157, 225, 258, 294, 325, 379, 405, 441, 478, 507, 554, 618, 667, 696, 723, 772, 806, 864, 899, 929, 964, 997, 1024, 1059, 1095, 1127, 1166, 1219]"
