Motifs
"[180, 202, 303, 668, 1075, 1111, 1133, 1170, 1192, 1221]"
"[123, 282, 347, 376, 411, 484, 615, 716, 783, 914, 1000]"
"[71, 232, 435, 507, 543, 581, 639, 740, 839, 893, 953, 1039]"
