Motifs
"[6, 48, 88, 123, 150, 187, 218, 253, 279, 315, 353, 389, 429, 465, 516, 558, 589, 624, 654, 683, 720, 751, 795, 825, 855, 888, 925, 952, 980, 1012, 1047, 1073, 1112, 1151, 1187, 1213]"
