Motifs
"[104, 140, 195, 249, 285, 715, 824, 859, 1073]"
"[20, 166, 222, 309, 559, 653, 798, 884, 1098, 1227]"
"[48, 348, 378, 482, 624, 676, 763, 924, 976, 1141, 1200]"
