Motifs
"[15, 58, 92, 123, 159, 186, 242, 299, 332, 397, 461, 510, 542, 591, 622, 662, 691, 719, 750, 847, 879, 936, 983, 1009, 1057, 1085, 1112, 1178, 1221]"
