Motifs
"[5, 48, 92, 121, 147, 198, 229, 270, 314, 349, 393, 430, 480, 509, 538, 567, 616, 651, 702, 739, 794, 828, 874, 914, 955, 981, 1011, 1039, 1081, 1124, 1168, 1208]"
