Motifs
"[11, 84, 255, 450, 475, 794, 1039, 1063, 1112, 1136, 1161]"
"[109, 134, 280, 305, 341, 402, 500, 574, 672, 770, 831, 868, 892, 917, 941, 1088, 1186, 1210, 1235]"
"[372, 1009]"
