Motifs
"[14, 36, 63, 91, 114, 135, 156, 193, 215, 249, 289, 322, 363, 402, 423, 450, 474, 496, 517, 540, 565, 589, 618, 639, 675, 696, 717, 738, 761, 806, 842, 863, 884, 915, 947, 968, 1001, 1039, 1085, 1106, 1135, 1157, 1180, 1208, 1232]"
"[783, 1060]"
