Motifs
"[6, 35, 61, 112, 155, 196, 227, 258, 306, 338, 372, 416, 442, 492, 542, 576, 602, 656, 689, 731, 762, 806, 865, 903, 941, 994, 1045, 1071, 1100, 1131, 1182, 1219]"
