Motifs
"[15, 71, 107, 142, 171, 197, 232, 284, 336, 389, 415, 448, 483, 519, 555, 596, 628, 671, 708, 761, 809, 835, 880, 906, 948, 991, 1027, 1065, 1102, 1128, 1165, 1191, 1230]"
