Motifs
"[15, 47, 75, 103, 142, 180, 216, 249, 279, 306, 333, 360, 386, 425, 459, 505, 557, 587, 615, 658, 710, 737, 774, 822, 850, 880, 908, 960, 993, 1048, 1081, 1113, 1156, 1188, 1222]"
