Motifs
"[21, 47, 77, 103, 129, 157, 188, 214, 242, 285, 312, 340, 371, 412, 438, 476, 514, 540, 566, 595, 627, 670, 696, 724, 770, 811, 850, 876, 915, 944, 992, 1028, 1075, 1106, 1133, 1161, 1192, 1230]"
