Motifs
"[0, 27, 62, 102, 137, 166, 196, 237, 282, 326, 354, 393, 423, 472, 521, 547, 576, 603, 632, 675, 730, 759, 803, 854, 890, 922, 970, 1008, 1034, 1068, 1095, 1125, 1163, 1222]"
