Motifs
"[6, 46, 79, 105, 135, 183, 216, 260, 291, 336, 376, 416, 442, 489, 525, 566, 627, 653, 694, 741, 769, 807, 840, 868, 897, 925, 963, 998, 1024, 1061, 1098, 1127, 1153, 1182, 1222]"
