Motifs
"[25, 71, 102, 134, 161, 188, 219, 255, 296, 344, 379, 413, 458, 485, 519, 551, 579, 613, 641, 673, 704, 745, 812, 851, 877, 939, 970, 1001, 1033, 1065, 1092, 1127, 1167, 1203, 1229]"
