Motifs
"[20, 46, 78, 104, 145, 184, 229, 271, 308, 359, 403, 442, 484, 522, 554, 598, 640, 666, 717, 749, 780, 817, 854, 893, 935, 971, 1018, 1056, 1093, 1126, 1168, 1194, 1230]"
