Motifs
"[23, 50, 76, 104, 157, 197, 236, 268, 300, 353, 399, 439, 465, 503, 555, 598, 627, 653, 681, 725, 761, 793, 826, 862, 896, 930, 968, 1012, 1048, 1081, 1117, 1166, 1209]"
