Motifs
"[0, 36, 75, 121, 160, 220, 267, 307, 352, 378, 410, 454, 505, 574, 614, 656, 682, 721, 763, 806, 850, 909, 935, 974, 1009, 1047, 1126, 1161, 1194]"
