Motifs
"[13, 37, 61, 87, 120, 142, 178, 215, 254, 276, 302, 326, 347, 375, 396, 441, 484, 523, 547, 575, 605, 626, 659, 680, 704, 726, 755, 790, 830, 862, 886, 925, 948, 982, 1004, 1039, 1073, 1109, 1141, 1174, 1207, 1234]"
"[419, 463]"
