Motifs
"[22, 48, 117, 161, 188, 218, 257, 295, 326, 357, 396, 422, 466, 509, 535, 573, 610, 643, 669, 712, 750, 782, 819, 851, 877, 921, 947, 991, 1060, 1150, 1186, 1218]"
