Motifs
"[0, 32, 60, 101, 151, 179, 227, 275, 303, 330, 378, 407, 456, 506, 551, 577, 624, 659, 706, 732, 758, 784, 830, 870, 902, 937, 963, 989, 1037, 1084, 1117, 1154, 1194, 1230]"
