Motifs
"[6, 34, 80, 107, 138, 176, 221, 248, 281, 319, 349, 399, 433, 459, 485, 514, 554, 581, 621, 648, 679, 713, 743, 776, 821, 866, 892, 918, 949, 975, 1013, 1039, 1071, 1117, 1168, 1210]"
