Motifs
"[5, 42, 65, 88, 111, 136, 165, 187, 210, 238, 261, 310, 333, 363, 403, 427, 452, 479, 507, 548, 605, 628, 653, 693, 716, 756, 795, 817, 840, 864, 897, 921, 945, 984, 1005, 1029, 1054, 1088, 1111, 1133, 1159, 1182, 1210, 1235]"
"[287, 572]"
