Motifs
"[11, 52, 81, 108, 141, 167, 210, 250, 297, 339, 377, 429, 467, 509, 558, 596, 630, 675, 718, 745, 797, 829, 869, 898, 957, 995, 1021, 1056, 1104, 1144, 1182, 1215]"
