Motifs
"[117, 159, 417, 655, 838, 1082, 1136, 1212]"
"[1, 29, 56, 77, 138, 226, 273, 301, 334, 355, 438, 475, 515, 566, 682, 709, 790, 872, 899, 920, 947, 1007, 1157]"
"[180, 384, 616, 766, 1048, 1103, 1184]"
