Motifs
"[9, 50, 78, 109, 149, 208, 252, 280, 317, 350, 388, 420, 450, 478, 530, 561, 595, 630, 661, 691, 719, 758, 791, 843, 910, 947, 974, 1004, 1037, 1082, 1117, 1187, 1213]"
