Motifs
"[6, 33, 78, 106, 142, 174, 240, 302, 336, 363, 401, 453, 485, 512, 587, 628, 667, 704, 739, 779, 817, 843, 875, 912, 979, 1031, 1079, 1130, 1177, 1209]"
