Motifs
"[2, 28, 58, 86, 121, 158, 186, 236, 286, 324, 356, 387, 418, 457, 507, 540, 566, 593, 622, 660, 688, 716, 754, 801, 829, 867, 894, 921, 954, 982, 1009, 1035, 1066, 1108, 1155, 1193, 1219]"
