Motifs
"[13, 39, 80, 116, 155, 215, 265, 291, 322, 360, 397, 498, 551, 577, 627, 654, 695, 743, 772, 842, 872, 905, 945, 980, 1013, 1061, 1090, 1134, 1161, 1211]"
