Motifs
"[12, 51, 77, 105, 165, 191, 221, 250, 281, 307, 335, 387, 419, 445, 474, 523, 558, 589, 615, 644, 670, 702, 729, 780, 809, 844, 876, 923, 954, 983, 1013, 1064, 1104, 1156, 1189, 1217]"
